file,summary,keywords,topic,processed_at
e4337988,2025年8月: 150计划卖出一份中证传媒(004752)，S计划卖出一份全指信息(000942)，均为机械执行卖出机制，S计划信息品种为相对高位买入但最终盈利,中证传媒;全指信息;卖出;150计划;S计划,交易操作,2026-06-24T08:11:06.841216+00:00
5210f450,2025年9月: 150计划和S计划各卖出一份上证50(001051)，本次卖出源于策略触发交易条件，非涨跌判断，且未来A股仓位将收缩阵线，上证50除非极度低估否则不再买入,上证50;卖出;150计划;S计划;策略触发,交易操作,2026-06-24T08:11:21.330763+00:00
c2e14f6f,2025年9月: 150计划和S计划各卖出一份恒生指数(000071)，常规调仓,恒生指数;卖出;150计划;S计划;调仓,交易操作,2026-06-24T08:11:25.502834+00:00
0d2b72fe,2025年9月: 150计划和S计划各买入一份1-3年国开债(006484)，以应对现金过多和债券仓位不足，但预期收益率低,1-3年国开债;买入;150计划;S计划;现金管理,交易操作,2026-06-24T08:11:30.601886+00:00
31936d24,2025年9月: S计划卖出一份创业板指数(003765)，买入一份消费行业(110022)，削峰填谷,创业板指数;消费行业;卖出;买入;S计划,交易操作,2026-06-24T08:11:35.110143+00:00
cb7cb832,2026年1月: 150计划和S计划各卖出一份华宝医疗C，波段收益率19%，属于波段止盈操作,华宝医疗C;卖出;150计划;S计划;波段操作,交易操作,2026-06-24T08:11:39.302811+00:00
0a3f29f6,2026年1月: 150计划和S计划各卖出一份富国中证500(161017)，收益率分别为110%和123%，执行止盈操作,富国中证500;卖出;150计划;S计划;止盈,交易操作,2026-06-24T08:11:54.307047+00:00
c588edb2,2026年1月: 150计划和S计划各卖出一份中证传媒(004752)，右侧卖出，清仓止盈，收益率40%-90%,中证传媒;卖出;150计划;S计划;清仓,交易操作,2026-06-24T08:11:58.611918+00:00
73110f49,2026年1月: 150计划与S计划卖出中证500、买入消费，中证500收益率50%-60%以上，部分清仓,中证500;消费;卖出;买入;长赢指数投资计划,交易操作,2026-06-24T08:12:04.385229+00:00
6365253b,2026年1月: 150计划卖出一份建信500(000478)，收益率未披露，计划缓慢减持,建信500;卖出;150计划;减持;压力位,交易操作,2026-06-24T08:12:08.443659+00:00
133aafdd,作者认为A股投资者不会真正成熟，未来仍会有巨幅波动，因此长赢计划的高收益模式依然有效；即使波动减小，长期慢牛反而更有利于理性投资者获利。,A股成熟度;长赢计划;波动性;投资者行为;长期收益,投资理念,2026-06-24T08:13:31.502282+00:00
c3fccbb4,文章是ETF拯救世界在2015年4月至9月期间发布的干货合集，核心观点是通过指数投资、低估值买入和纪律性操作，在A股市场实现长期稳定收益。,指数投资;低估值;ETF;纪律;A股,投资理念,2026-06-24T08:13:35.941493+00:00
2b3cd253,E大通过关注股票、债券、商品、外汇四大类资产，利用利率、货币政策、估值等关键因素进行资产配置和仓位调节，避免孤注一掷，实现长期稳健收益。,资产配置;利率;估值;大类资产;长期投资,投资理念,2026-06-24T08:13:39.758927+00:00
cce436af,投资体系需包含交易策略和观察体系，通过反思与时间打磨不断进化，承认不完美并改进，才能建立适合自身的完整体系。,投资体系;交易策略;观察体系;进化;反思,投资理念,2026-06-24T08:13:43.182877+00:00
94f7c22c,E大根据十余年经验，将投资品种分为可估值（股票、债券）与不可估值（原油、黄金等）两类，强调根据各品种特性（如A股暴涨暴跌、债券看收益率和周期）采用不同策略（估值、趋势、周期位置）进行配置，以实现长期稳健增长。,资产配置;品种特性;估值;趋势;周期,投资理念,2026-06-24T08:13:49.988754+00:00
1af713f6,本文介绍了黄金、原油、房地产等大类品种的特性与投资原则，强调黄金走大周期大波段、仓位不宜超5%，原油在20-100美元间高抛低吸、仓位上限5%，房地产可通过REITS或指数基金配置、上限15%。,黄金;原油;房地产;大类品种;资产配置,品种分析,2026-06-24T08:14:04.277658+00:00
003a4fc6,[JSON解析失败],,其他,2026-06-24T08:14:08.130431+00:00
bd4b04d8,2022年长赢计划年度亏损约9%，优于沪深300（-21.63%）和中证500（-20.31%），但未达预期（熊市亏损应不超过大盘1/3）；2023年机会大于风险。,长赢计划;年度回顾;熊市亏损;机会大于风险,年度回顾,2026-06-24T08:14:12.211784+00:00
853d9cc7,建议将年终奖中10年不用的钱存入长期不动账户，配置未来大概率盈利的品种，以长期视角投资，避免短期干扰，同时劝诫新投资者不要盲目跟投，需降低收益预期。,长期投资;年终奖配置;心理账户;降低预期;投资理念,投资理念,2026-06-24T08:14:16.070871+00:00
e9904e5f,2020年11月: 150计划卖出一份博时信用债纯债债券(050027)，收益率20%多，部分止盈,博时信用债纯债债券;卖出;150计划;止盈;债市波动,交易操作,2026-06-24T08:14:20.126704+00:00
ca68114a,因E大2026年起不再公开发布买入计划，本站同步停止更新“第三轮发车记录”，建议读者珍惜未来跟投机会。,第三轮发车记录;E大;买入计划;跟投;网站公告,其他,2026-06-24T08:14:33.706359+00:00
17bc54f1,[JSON解析失败],,其他,2026-06-24T08:14:37.364465+00:00
2c28e45e,本文建议投资者建立基于资产配置和再平衡的自主投资体系，避免简单复制历史计划或依赖估值百分位择时，强调根据风险承受能力确定大类资产比例，并通过时间与空间再平衡优化收益、控制回撤。,资产配置;再平衡;估值百分位;择时;风险承受能力,投资理念,2026-06-24T08:14:41.892136+00:00
a3fe7bcf,2025年11月: 长赢指数投资计划发布时效调整说明，无具体交易操作,长赢指数投资计划;发布时效;调整;说明,交易操作,2026-06-24T08:14:45.370948+00:00
f1362520,本文反驳了用上证指数衡量投资表现的观点，指出长期看多数指数能跑赢上证，并强调投资目标应是牛市跟上指数、熊市不赔钱，而非追求大幅超越大盘，同时需避免短视和忽视周期与弹性。,指数投资;上证指数;投资目标;周期与弹性;跑赢大盘,投资理念,2026-06-24T08:14:50.773798+00:00
fbc0430c,[JSON解析失败],,其他,2026-06-24T08:15:04.565095+00:00
54613e6b,E大推荐长期投资四只指数：标普500、A股医药、中证500和红利，强调均衡配置（25%美国+75%A股），并指出估值中枢可能下降，需综合多因素制定策略。,指数投资;长期投资;均衡配置;标普500;医药,投资理念,2026-06-24T08:15:09.044897+00:00
52038ab4,本文通过历史数据论证，投资目标应是牛市跟上指数、熊市不赔钱，而非大幅跑赢大盘；通过多品种配置和周期弹性管理，长期可实现可观收益。,长赢;跑赢大盘;指数投资;熊市不赔钱;弹性,投资理念,2026-06-24T08:15:15.107960+00:00
df47372a,[JSON解析失败],,其他,2026-06-24T08:15:19.243519+00:00
64777395,针对年终奖追加投资，建议在持仓亏损时调高每份跟车金额，盈利时则分批跟投S计划，避免高位加仓拉高成本导致亏损。,长赢计划;加仓策略;成本控制;跟车操作;ETF投资,交易操作,2026-06-24T08:15:22.744318+00:00
62953d12,针对长赢150份计划发车减少、仓位不足的问题，建议参考大类资产配置图调整、利用S计划买入时机补仓，并根据自身风险承受能力控制仓位，以平衡配置并降低成本。,长赢150份;仓位不足;补仓策略;大类配置;买入时机,交易操作,2026-06-24T08:15:36.878168+00:00
27076d7f,长赢计划第三轮三周年业绩回顾，通过低买高卖、大类资产配置和增强基金，在熊市中实现正收益，累计收益率9.74%，超额沪深300和中证500，强调熊市收集筹码、牛市赚钱的理念。,长赢计划;价值投资;大类资产配置;低买高卖;指数基金,年度回顾,2026-06-24T08:15:41.662550+00:00
03beeb45,文章阐述了2022年3月18日长赢计划的发车逻辑：消费指数刚回到正常区间，开始买入问题不大；恒科因仓位不高且下影线好而买入；环保估值高，卖出换入消费，并计划今年建立医药和消费的基本仓位。,发车逻辑;消费;恒科;环保;仓位管理,交易操作,2026-06-24T08:15:46.874791+00:00
b7e4dfd7,2019年上半年: 长赢指数投资计划（150份/S计划）在A股上涨中逢高减仓，卖出一份中证500波段仓位，收益率未明确提及，整体组合净值创新高且全部大类盈利,长赢指数投资;中证500;卖出;波段操作;全球配置,交易操作,2026-06-24T08:15:52.438059+00:00
7f59ef24,2021年2月: 长赢指数投资计划（150和S计划）无具体买卖操作，主要阐述2021年操作思路，包括对高估值板块调整的预期和中小股票机会的判断，以及未来可能进行的调仓和S计划更激进的策略,长赢指数投资计划;2021年展望;调仓;高估值调整;中小股票,交易操作,2026-06-24T08:15:58.027207+00:00
416ba71c,2018年全球市场普跌，ETF计划亏损12%，但作者坦然接受，认为在A股估值低位逆势加仓是正确策略，2019年大概率阳光灿烂。,长赢计划;年度回顾;逆势加仓;A股;概率思维,年度回顾,2026-06-24T08:16:12.891639+00:00
5131549c,2019年长赢计划净值增长约25%，跑输沪深300但跑赢中小盘，强调下跌时少亏、上涨时跟上的长期投资理念，认为无差品种只有不同花期，2020年预计大幅波动，建议用策略而非预测赚钱。,长赢计划;年度回顾;指数投资;波动策略;品种轮动,年度回顾,2026-06-24T08:16:18.596581+00:00
b12f0307,本文解释了长赢计划发车时标注的“预计最大跌幅”基于历史最低估值（纵向）、国际同类指数最低估值（横向）、价格极限跌幅（约80%）及风险承受余量四方面，旨在帮助投资者建立心理预期，坚持价值投资。,预计最大跌幅;价值投资;心理预期;估值;风险承受,投资理念,2026-06-24T08:16:22.446588+00:00
15980753,针对未跟全仓位的投资者，建议对已盈利品种（如50、恒生）可参考S计划或成本价10%内补仓，但仓位轻的品种不必急于追高，未来多数品种盈利后新跟车者才真正面临困境。,补仓;长赢计划;成本控制;大盘指数;资产配置,交易操作,2026-06-24T08:16:27.570092+00:00
df5ae9dc,S计划卖出一份创业板（场外003765），基于右侧交易策略，平均收益率约64%。,创业板;卖出;S计划;右侧交易;止盈,交易操作,2026-06-24T08:12:12.576677+00:00
e86997f5,150计划和S计划同时卖出一份恒生指数（000071），属于正常右侧调仓操作。,恒生指数;卖出;150计划;S计划;右侧调仓,交易操作,2026-06-24T08:12:26.602855+00:00
65ef2d96,150计划和S计划同时卖出一份中证环保（001064），清仓止盈，收益率未明确提及但暗示盈利可观,中证环保;卖出;150计划;S计划;清仓,交易操作,2026-06-24T08:12:30.986851+00:00
9052664a,150计划卖出一份建信500（000478），平均收益率约54%，正常调仓操作,建信500;卖出;150计划;调仓;止盈,交易操作,2026-06-24T08:12:34.815839+00:00
bf10a000,150计划和S计划同时卖出一份建信500（000478），正常调仓回收利润，未披露收益率,建信500;卖出;150计划;S计划;调仓,交易操作,2026-06-24T08:12:38.838639+00:00
9bf151ea,2026年4月10日: 150计划卖出一份中证500（001052），正常调仓，未披露收益率,中证500;卖出;150计划;调仓,交易操作,2026-06-24T08:12:42.587070+00:00
f30c9d2e,150计划卖出一份上证50（001051），收益率未明确提及，计划逐步清仓,上证50;卖出;150计划;减持;清仓,交易操作,2026-06-24T08:12:57.374172+00:00
3cc08a53,150计划和S计划同时卖出中证500品种，平均收益率约80%，进行止盈操作,中证500;卖出;150计划;S计划;止盈,交易操作,2026-06-24T08:13:02.697680+00:00
cb528e44,150计划卖出一份建信中证500（000478），收益率约76%，计划年内清仓,建信中证500;卖出;150计划;止盈;清仓,交易操作,2026-06-24T08:13:06.640178+00:00
3a45d3ad,150计划卖出一份华夏中证500（001052），平均收益率约83%，完成止盈操作,华夏中证500;卖出;150计划;止盈;低估值买入,交易操作,2026-06-24T08:13:11.434742+00:00
359a2406,150计划和S计划各卖出一份富国中证红利（100032），平均收益率82%，属于止盈操作并换仓至成本更低的同类指数,富国中证红利;卖出;150计划;S计划;止盈,交易操作,2026-06-24T08:13:17.031564+00:00
